Transaction Number,Date,Description,Memo,Category,Transaction Amount,Balance,Type
32288,05/08/2018,PAYMENT/TRANSFER DEBIT,Galaxy Express Plutonium Card,Fees & Charges,-12875.85,522755.18,Recurring
101542,05/08/2018,Direct Deposit,Dance of Mole Men - The Album,Royalties,38596.02,561351.20,Recurring
32291,06/08/2018,PAYMENT/TRANSFER DEBIT,Electric & Gas,Utilities,-3152.25,558198.95,Recurring
32293,07/08/2018,PAYMENT/TRANSFER DEBIT,Secret Lab Insurance,Insurance,-1352.02,556846.93,Recurring
32292,07/08/2018,PAYMENT/TRANSFER DEBIT,Private Island Volcano Insurance,Insurance,-10325.63,546521.30,Recurring
101580,07/08/2018,BALANCE TRANSER,Savings Account,Transfer,70000.00,616521.30,Recurring
32294,09/08/2018,DEBIT PURCHASE,Penthouse Rent/Timeshare,Housing,-10500.52,606020.78,Recurring
32290,09/08/2018,DEBIT PURCHASE,Puppy Tweets Twitter Account,Pets,-360.99,605659.79,Occasional
32298,10/08/2018,DEBIT PURCHASE,Taco Shack,Food & Dining,-302.85,605356.94,Occasional
32307,11/08/2018,DEBIT PURCHASE,Oasis Surf,Food & Dining,-321.35,605035.59,Occasional
32295,12/08/2018,PAYMENT/TRANSFER DEBIT,Personal Accountant,Fees & Charges,-6536.25,598499.34,Recurring
32297,13/08/2018,DEBIT PURCHASE,NetPix On Demand Video,Entertainment,-3.25,598496.09,Occasional
32299,14/08/2018,PAYMENT/TRANSFER DEBIT,Emergency Medical Wing Standby,Health & Fitness,-6500.00,591996.09,Recurring
32302,15/08/2018,DEBIT PURCHASE,El Diablo “The Devil”,Food & Dining,-868.39,591127.70,Occasional
32300,15/08/2018,DEBIT PURCHASE,Personal Satellite Network,Utilities,-25026.35,566101.35,Recurring
32296,15/08/2018,ATM WITHDRAWAL,Work Caffeteria ATM,Uncategorized,-403.00,565698.35,Occasional
32301,16/08/2018,DEBIT PURCHASE,Buggati Rental,Entertainment,-6234.77,559463.58,Occasional
101608,16/08/2018,BALANCE TRANSER,Money Market,Transfer,50000.00,609463.58,Recurring
32304,21/08/2018,PAYMENT/TRANSFER DEBIT,Life and Clone Term Insurance,Insurance,-898.32,608565.26,Recurring
32303,21/08/2018,DEBIT PURCHASE,Casual Tuxedo,Clothing & Personal,-25023.62,583541.64,Occasional
32314,22/08/2018,DEBIT PURCHASE,"30,000 mile blood replacement",Health & Fitness,-60356.85,523184.79,Occasional
32305,22/08/2018,PAYMENT/TRANSFER DEBIT,Personal Trainer / Body Guard,Health & Fitness,-12365.95,510818.84,Recurring
32306,23/08/2018,PAYMENT/TRANSFER DEBIT,Personal Stylist (part time),Clothing & Personal,-5361.32,505457.52,Recurring
32287,23/08/2018,DEBIT PURCHASE,"Guy Savoy, Paris (Groupon) ",Food & Dining,-658.98,504798.54,Occasional
32309,24/08/2018,PAYMENT/TRANSFER DEBIT,Personal Chef/Nutritionist,Food & Dining,-8659.48,496139.06,Recurring
32308,24/08/2018,PAYMENT/TRANSFER DEBIT,Personal Concierge,Entertainment,-2506.99,493632.07,Recurring
32311,25/08/2018,PAYMENT/TRANSFER DEBIT,Clone maintenance / Health Insurance,Insurance,-2305.21,491326.86,Recurring
32310,25/08/2018,PAYMENT/TRANSFER DEBIT,AI Machine Learning Loans,Loans,-14030.25,477296.61,Recurring
32313,26/08/2018,PAYMENT/TRANSFER DEBIT,Personal Lawyer,Fees & Charges,-2966.35,474330.26,Recurring
32321,29/08/2018,DEBIT PURCHASE,Stax SR-009 Earspeakers,Shopping,-5032.86,469297.40,Occasional
32317,01/09/2018,PAYMENT/TRANSFER DEBIT,Private Island Mortgage,Housing,-103015.35,366282.05,Recurring
32316,01/09/2018,PAYMENT/TRANSFER DEBIT,Secret Lab Mortage,Housing,-30256.38,336025.67,Recurring
32315,01/09/2018,ATM WITHDRAWAL,7-11 ATM,Uncategorized,-402.50,335623.17,Occasional
32318,02/09/2018,PAYMENT/TRANSFER DEBIT,Emergency Shuttle Standby,Auto & Transport,-11157.87,324465.30,Recurring
32319,03/09/2018,PAYMENT/TRANSFER DEBIT,Universal Subway Pass,Auto & Transport,-2552.26,321913.04,Recurring
32342,04/09/2018,DEBIT PURCHASE,The Pointe Restaurant,Food & Dining,-658.98,321254.06,Occasional
32320,04/09/2018,PAYMENT/TRANSFER DEBIT,Turbo Yacht - Mooring Fees,Auto & Transport,-25362.87,295891.19,Recurring
32349,05/09/2018,DEBIT PURCHASE,Radioactive Insect Bite Treatment,Health & Fitness,-8253.65,287637.54,Occasional
32324,05/09/2018,PAYMENT/TRANSFER DEBIT,Car Maintentance Service,Auto & Transport,-2241.12,285396.42,Recurring
32323,05/09/2018,PAYMENT/TRANSFER DEBIT,Galaxy Express Plutonium Card,Fees & Charges,-23367.99,262028.43,Recurring
101543,05/09/2018,Direct Deposit,Dance of Mole Men - The Album,Royalties,40686.11,302714.54,Recurring
32326,06/09/2018,PAYMENT/TRANSFER DEBIT,Electric & Gas,Utilities,-3152.25,299562.29,Recurring
32325,06/09/2018,DEBIT PURCHASE,Sexy Beast Dog Perfume,Pets,-205.35,299356.94,Occasional
32328,07/09/2018,PAYMENT/TRANSFER DEBIT,Secret Lab Insurance,Insurance,-1352.02,298004.92,Recurring
32327,07/09/2018,PAYMENT/TRANSFER DEBIT,Private Island Volcano Insurance,Insurance,-10325.63,287679.29,Recurring
101581,07/09/2018,BALANCE TRANSER,Savings Account,Transfer,70000.00,357679.29,Recurring
32329,09/09/2018,DEBIT PURCHASE,Penthouse Rent/Timeshare,Housing,-10500.52,347178.77,Recurring
32330,12/09/2018,PAYMENT/TRANSFER DEBIT,Personal Accountant,Fees & Charges,-6536.25,340642.52,Recurring
32332,13/09/2018,DEBIT PURCHASE,NetPix On Demand Video,Entertainment,-3.25,340639.27,Occasional
32331,13/09/2018,ATM WITHDRAWAL,Work Caffeteria ATM,Uncategorized,-403.00,340236.27,Occasional
32334,14/09/2018,PAYMENT/TRANSFER DEBIT,Emergency Medical Wing Standby,Health & Fitness,-6500.00,333736.27,Recurring
32347,15/09/2018,DEBIT PURCHASE,"One Direction, Private Show",Entertainment,-25006.35,308729.92,Occasional
32335,15/09/2018,DEBIT PURCHASE,Personal Satellite Network,Utilities,-25026.35,283703.57,Recurring
32336,16/09/2018,DEBIT PURCHASE,Italian Grand Prix Pit Pass,Entertainment,-1258.33,282445.24,Occasional
101609,16/09/2018,BALANCE TRANSER,Money Market,Transfer,50000.00,332445.24,Recurring
32337,18/09/2018,DEBIT PURCHASE,De Kas—Amsterdam,Food & Dining,-922.32,331522.92,Occasional
32339,21/09/2018,PAYMENT/TRANSFER DEBIT,Life and Clone Term Insurance,Insurance,-898.32,330624.60,Recurring
32338,21/09/2018,DEBIT PURCHASE,Formal TShirts,Clothing & Personal,-765.00,329859.60,Occasional
32333,21/09/2018,DEBIT PURCHASE,Taco Shack,Food & Dining,-270.35,329589.25,Occasional
32340,22/09/2018,PAYMENT/TRANSFER DEBIT,Personal Trainer / Body Guard,Health & Fitness,-12365.95,317223.30,Recurring
32341,23/09/2018,PAYMENT/TRANSFER DEBIT,Personal Stylist (part time),Clothing & Personal,-5361.32,311861.98,Recurring
32344,24/09/2018,PAYMENT/TRANSFER DEBIT,Personal Chef/Nutritionist,Food & Dining,-8659.48,303202.50,Recurring
32343,24/09/2018,PAYMENT/TRANSFER DEBIT,Personal Concierge,Entertainment,-2506.99,300695.51,Recurring
32346,25/09/2018,PAYMENT/TRANSFER DEBIT,Clone maintenance / Health Insurance,Insurance,-2305.21,298390.30,Recurring
32345,25/09/2018,PAYMENT/TRANSFER DEBIT,AI Machine Learning Loans,Loans,-14030.25,284360.05,Recurring
32348,26/09/2018,PAYMENT/TRANSFER DEBIT,Personal Lawyer,Fees & Charges,-2966.35,281393.70,Recurring
32322,26/09/2018,DEBIT PURCHASE,Casa Bonita,Food & Dining,-1385.35,280008.35,Occasional
32350,29/09/2018,ATM WITHDRAWAL,7-11 ATM,Uncategorized,-402.50,279605.85,Occasional
32352,01/10/2018,PAYMENT/TRANSFER DEBIT,Private Island Mortgage,Housing,-103015.35,176590.50,Recurring
32351,01/10/2018,PAYMENT/TRANSFER DEBIT,Secret Lab Mortage,Housing,-30256.38,146334.12,Recurring
32353,02/10/2018,PAYMENT/TRANSFER DEBIT,Emergency Shuttle Standby,Auto & Transport,-11157.87,135176.25,Recurring
32360,03/10/2018,DEBIT PURCHASE,Bubbletastic Bacon Bubble Blower,Pets,-128.32,135047.93,Occasional
32354,03/10/2018,PAYMENT/TRANSFER DEBIT,Universal Subway Pass,Auto & Transport,-2552.26,132495.67,Recurring
32355,04/10/2018,PAYMENT/TRANSFER DEBIT,Turbo Yacht - Mooring Fees,Auto & Transport,-25362.87,107132.80,Recurring
32359,05/10/2018,PAYMENT/TRANSFER DEBIT,Car Maintentance Service,Auto & Transport,-2241.12,104891.68,Recurring
32358,05/10/2018,PAYMENT/TRANSFER DEBIT,Galaxy Express Plutonium Card,Fees & Charges,-9357.56,95534.12,Recurring
101544,05/10/2018,Direct Deposit,Dance of Mole Men - The Album,Royalties,42776.20,138310.32,Recurring
32361,06/10/2018,PAYMENT/TRANSFER DEBIT,Electric & Gas,Utilities,-4185.21,134125.11,Recurring
32363,07/10/2018,PAYMENT/TRANSFER DEBIT,Secret Lab Insurance,Insurance,-1352.02,132773.09,Recurring
32362,07/10/2018,PAYMENT/TRANSFER DEBIT,Private Island Volcano Insurance,Insurance,-10325.63,122447.46,Recurring
101582,07/10/2018,BALANCE TRANSER,Savings Account,Transfer,70000.00,192447.46,Recurring
32364,09/10/2018,DEBIT PURCHASE,Penthouse Rent/Timeshare,Housing,-10500.52,181946.94,Recurring
32357,09/10/2018,DEBIT PURCHASE,Tommy Guns Garage,Food & Dining,-425.68,181521.26,Occasional
32366,12/10/2018,ATM WITHDRAWAL,Work Caffeteria ATM,Uncategorized,-403.00,181118.26,Occasional
32365,12/10/2018,PAYMENT/TRANSFER DEBIT,Personal Accountant,Fees & Charges,-6536.25,174582.01,Recurring
32367,13/10/2018,DEBIT PURCHASE,NetPix On Demand Video,Entertainment,-3.25,174578.76,Occasional
32369,14/10/2018,PAYMENT/TRANSFER DEBIT,Emergency Medical Wing Standby,Health & Fitness,-6500.00,168078.76,Recurring
32382,15/10/2018,DEBIT PURCHASE,The Ferryman,Entertainment,-25006.35,143072.41,Occasional
32370,15/10/2018,DEBIT PURCHASE,Personal Satellite Network,Utilities,-25026.35,118046.06,Recurring
101558,15/10/2018,DIRECT DEPOSIT,Trust Fund Stock,Dividends,631752.51,749798.57,Recurring
32384,16/10/2018,DEBIT PURCHASE,Space Dog Walking,Health & Fitness,-35652.38,714146.19,Occasional
32371,16/10/2018,DEBIT PURCHASE,Singapore Submarine Rental,Entertainment,-5638.22,708507.97,Occasional
101610,16/10/2018,BALANCE TRANSER,Money Market,Transfer,50000.00,758507.97,Recurring
32377,18/10/2018,DEBIT PURCHASE,The Sweatshop,Food & Dining,-1854.60,756653.37,Occasional
32374,21/10/2018,PAYMENT/TRANSFER DEBIT,Life and Clone Term Insurance,Insurance,-898.32,755755.05,Recurring
32373,21/10/2018,DEBIT PURCHASE,Racing Socks Set,Clothing & Personal,-325.99,755429.06,Occasional
32375,22/10/2018,PAYMENT/TRANSFER DEBIT,Personal Trainer / Body Guard,Health & Fitness,-12365.95,743063.11,Recurring
32376,23/10/2018,PAYMENT/TRANSFER DEBIT,Personal Stylist (part time),Clothing & Personal,-5361.32,737701.79,Recurring
32379,24/10/2018,PAYMENT/TRANSFER DEBIT,Personal Chef/Nutritionist,Food & Dining,-8659.48,729042.31,Recurring
32378,24/10/2018,PAYMENT/TRANSFER DEBIT,Personal Concierge,Entertainment,-2506.99,726535.32,Recurring
32381,25/10/2018,PAYMENT/TRANSFER DEBIT,Clone maintenance / Health Insurance,Insurance,-2305.21,724230.11,Recurring
32380,25/10/2018,PAYMENT/TRANSFER DEBIT,AI Machine Learning Loans,Loans,-14030.25,710199.86,Recurring
32383,26/10/2018,PAYMENT/TRANSFER DEBIT,Personal Lawyer,Fees & Charges,-2966.35,707233.51,Recurring
32368,26/10/2018,DEBIT PURCHASE,Taco Shack,Food & Dining,-175.65,707057.86,Occasional
32387,01/11/2018,PAYMENT/TRANSFER DEBIT,Private Island Mortgage,Housing,-103015.35,604042.51,Recurring
32386,01/11/2018,PAYMENT/TRANSFER DEBIT,Secret Lab Mortage,Housing,-30256.38,573786.13,Recurring
32385,01/11/2018,ATM WITHDRAWAL,7-11 ATM,Uncategorized,-402.50,573383.63,Occasional
32407,02/11/2018,DEBIT PURCHASE,Cat Café Nekorobi,Food & Dining,-6589.50,566794.13,Occasional
32388,02/11/2018,PAYMENT/TRANSFER DEBIT,Emergency Shuttle Standby,Auto & Transport,-11157.87,555636.26,Recurring
32389,03/11/2018,PAYMENT/TRANSFER DEBIT,Universal Subway Pass,Auto & Transport,-2552.26,553084.00,Recurring
32390,04/11/2018,PAYMENT/TRANSFER DEBIT,Turbo Yacht - Mooring Fees,Auto & Transport,-25362.87,527721.13,Recurring
32394,05/11/2018,PAYMENT/TRANSFER DEBIT,Car Maintentance Service,Auto & Transport,-2241.12,525480.01,Recurring
32393,05/11/2018,PAYMENT/TRANSFER DEBIT,Galaxy Express Plutonium Card,Fees & Charges,-15333.87,510146.14,Recurring
101545,05/11/2018,Direct Deposit,Dance of Mole Men - The Album,Royalties,36521.36,546667.50,Recurring
32396,06/11/2018,PAYMENT/TRANSFER DEBIT,Electric & Gas,Utilities,-4185.21,542482.29,Recurring
32398,07/11/2018,PAYMENT/TRANSFER DEBIT,Secret Lab Insurance,Insurance,-1352.02,541130.27,Recurring
32397,07/11/2018,PAYMENT/TRANSFER DEBIT,Private Island Volcano Insurance,Insurance,-10325.63,530804.64,Recurring
101583,07/11/2018,BALANCE TRANSER,Savings Account,Transfer,70000.00,600804.64,Recurring
32392,08/11/2018,DEBIT PURCHASE,Jekyll & Hyde Club,Food & Dining,-758.36,600046.28,Occasional
32391,08/11/2018,DEBIT PURCHASE,Kohler Numi Toilet System,Shopping,-7202.32,592843.96,Occasional
32417,09/11/2018,DEBIT PURCHASE,"Cats, Private Show",Entertainment,-32562.32,560281.64,Occasional
32399,09/11/2018,DEBIT PURCHASE,Penthouse Rent/Timeshare,Housing,-10500.52,549781.12,Recurring
32400,12/11/2018,PAYMENT/TRANSFER DEBIT,Personal Accountant,Fees & Charges,-10362.88,539418.24,Recurring
32420,13/11/2018,ATM WITHDRAWAL,7-11 ATM,Uncategorized,-402.50,539015.74,Occasional
32412,13/11/2018,DEBIT PURCHASE,The Catacombs,Food & Dining,-284.63,538731.11,Occasional
32402,13/11/2018,DEBIT PURCHASE,NetPix On Demand Video,Entertainment,-3.25,538727.86,Occasional
32404,14/11/2018,PAYMENT/TRANSFER DEBIT,Emergency Medical Wing Standby,Health & Fitness,-6500.00,532227.86,Recurring
32401,14/11/2018,ATM WITHDRAWAL,Work Caffeteria ATM,Uncategorized,-403.00,531824.86,Occasional
32419,15/11/2018,DEBIT PURCHASE,Dance of the MoleMen lessons,Health & Fitness,-3205.57,528619.29,Occasional
32405,15/11/2018,DEBIT PURCHASE,Personal Satellite Network,Utilities,-25026.35,503592.94,Recurring
32406,16/11/2018,DEBIT PURCHASE,Blimp rental for Monaco Grand Prix,Entertainment,-15333.56,488259.38,Occasional
101611,16/11/2018,BALANCE TRANSER,Money Market,Transfer,50000.00,538259.38,Recurring
32409,21/11/2018,PAYMENT/TRANSFER DEBIT,Life and Clone Term Insurance,Insurance,-898.32,537361.06,Recurring
32408,21/11/2018,DEBIT PURCHASE,Designer Underwear,Clothing & Personal,-136.22,537224.84,Occasional
32410,22/11/2018,PAYMENT/TRANSFER DEBIT,Personal Trainer / Body Guard,Health & Fitness,-12365.95,524858.89,Recurring
32411,23/11/2018,PAYMENT/TRANSFER DEBIT,Personal Stylist (part time),Clothing & Personal,-5361.32,519497.57,Recurring
32403,23/11/2018,DEBIT PURCHASE,Taco Shack,Food & Dining,-65.78,519431.79,Occasional
32414,24/11/2018,PAYMENT/TRANSFER DEBIT,Personal Chef/Nutritionist,Food & Dining,-8659.48,510772.31,Recurring
32413,24/11/2018,PAYMENT/TRANSFER DEBIT,Personal Concierge,Entertainment,-2506.99,508265.32,Recurring
32416,25/11/2018,PAYMENT/TRANSFER DEBIT,Clone maintenance / Health Insurance,Insurance,-2305.21,505960.11,Recurring
32415,25/11/2018,PAYMENT/TRANSFER DEBIT,AI Machine Learning Loans,Loans,-14030.25,491929.86,Recurring
32418,26/11/2018,PAYMENT/TRANSFER DEBIT,Personal Lawyer,Fees & Charges,-2966.35,488963.51,Recurring
32395,26/11/2018,DEBIT PURCHASE,Pet High Chair,Pets,-859.35,488104.16,Occasional
32422,01/12/2018,PAYMENT/TRANSFER DEBIT,Private Island Mortgage,Housing,-103015.35,385088.81,Recurring
32421,01/12/2018,PAYMENT/TRANSFER DEBIT,Secret Lab Mortage,Housing,-30256.38,354832.43,Recurring
32423,02/12/2018,PAYMENT/TRANSFER DEBIT,Emergency Shuttle Standby,Auto & Transport,-11157.87,343674.56,Recurring
32424,03/12/2018,PAYMENT/TRANSFER DEBIT,Universal Subway Pass,Auto & Transport,-2552.26,341122.30,Recurring
32425,04/12/2018,PAYMENT/TRANSFER DEBIT,Turbo Yacht - Mooring Fees,Auto & Transport,-25362.87,315759.43,Recurring
32436,05/12/2018,ATM WITHDRAWAL,Work Caffeteria ATM,Uncategorized,-403.00,315356.43,Occasional
32429,05/12/2018,PAYMENT/TRANSFER DEBIT,Car Maintentance Service,Auto & Transport,-2241.12,313115.31,Recurring
32428,05/12/2018,PAYMENT/TRANSFER DEBIT,Galaxy Express Plutonium Card,Fees & Charges,-20965.36,292149.95,Recurring
101546,05/12/2018,Direct Deposit,Dance of Mole Men - The Album,Royalties,30266.52,322416.47,Recurring
32431,06/12/2018,PAYMENT/TRANSFER DEBIT,Electric & Gas,Utilities,-4185.21,318231.26,Recurring
32427,06/12/2018,DEBIT PURCHASE,The Ledge at Skydeck,Food & Dining,-896.35,317334.91,Occasional
32433,07/12/2018,PAYMENT/TRANSFER DEBIT,Secret Lab Insurance,Insurance,-1352.02,315982.89,Recurring
32432,07/12/2018,PAYMENT/TRANSFER DEBIT,Private Island Volcano Insurance,Insurance,-10325.63,305657.26,Recurring
101584,07/12/2018,BALANCE TRANSER,Savings Account,Transfer,70000.00,375657.26,Recurring
32434,09/12/2018,DEBIT PURCHASE,Penthouse Rent/Timeshare,Housing,-10500.52,365156.74,Recurring
32452,12/12/2018,DEBIT PURCHASE,"The Rolling Stones, Private Show",Entertainment,-25006.35,340150.39,Occasional
32435,12/12/2018,PAYMENT/TRANSFER DEBIT,Personal Accountant,Fees & Charges,-10362.88,329787.51,Recurring
32447,13/12/2018,DEBIT PURCHASE,Dirty Candy,Food & Dining,-24.63,329762.88,Occasional
32437,13/12/2018,DEBIT PURCHASE,NetPix On Demand Video,Entertainment,-3.25,329759.63,Occasional
32439,14/12/2018,PAYMENT/TRANSFER DEBIT,Emergency Medical Wing Standby,Health & Fitness,-6500.00,323259.63,Recurring
32440,15/12/2018,DEBIT PURCHASE,Personal Satellite Network,Utilities,-25026.35,298233.28,Recurring
32441,16/12/2018,DEBIT PURCHASE,Azerbaijan Grand Prix track rental,Entertainment,-20652.99,277580.29,Occasional
101612,16/12/2018,BALANCE TRANSER,Money Market,Transfer,50000.00,327580.29,Recurring
32438,18/12/2018,DEBIT PURCHASE,Taco Shack,Food & Dining,-123.95,327456.34,Occasional
32455,21/12/2018,ATM WITHDRAWAL,7-11 ATM,Uncategorized,-402.50,327053.84,Occasional
32444,21/12/2018,PAYMENT/TRANSFER DEBIT,Life and Clone Term Insurance,Insurance,-898.32,326155.52,Recurring
32443,21/12/2018,DEBIT PURCHASE,Electric Gloves,Clothing & Personal,-852.95,325302.57,Occasional
32442,21/12/2018,DEBIT PURCHASE,Redwoods Treehouse,Food & Dining,-1389.89,323912.68,Occasional
32430,21/12/2018,DEBIT PURCHASE,Clicker Dog Training System,Pets,-365.23,323547.45,Occasional
32445,22/12/2018,PAYMENT/TRANSFER DEBIT,Personal Trainer / Body Guard,Health & Fitness,-12365.95,311181.50,Recurring
32446,23/12/2018,PAYMENT/TRANSFER DEBIT,Personal Stylist (part time),Clothing & Personal,-5361.32,305820.18,Recurring
32449,24/12/2018,PAYMENT/TRANSFER DEBIT,Personal Chef/Nutritionist,Food & Dining,-8659.48,297160.70,Recurring
32448,24/12/2018,PAYMENT/TRANSFER DEBIT,Personal Concierge,Entertainment,-2506.99,294653.71,Recurring
32451,25/12/2018,PAYMENT/TRANSFER DEBIT,Clone maintenance / Health Insurance,Insurance,-2305.21,292348.50,Recurring
32450,25/12/2018,PAYMENT/TRANSFER DEBIT,AI Machine Learning Loans,Loans,-14030.25,278318.25,Recurring
32453,26/12/2018,PAYMENT/TRANSFER DEBIT,Personal Lawyer,Fees & Charges,-2966.35,275351.90,Recurring
32426,26/12/2018,DEBIT PURCHASE,Vertu Constellation Smartphone,Shopping,-13652.25,261699.65,Occasional
32473,01/01/2019,DEBIT PURCHASE,Taco Shack,Food & Dining,-85.90,261613.75,Occasional
32457,01/01/2019,PAYMENT/TRANSFER DEBIT,Private Island Mortgage,Housing,-102062.35,159551.40,Recurring
32456,01/01/2019,PAYMENT/TRANSFER DEBIT,Secret Lab Mortage,Housing,-29185.38,130366.02,Recurring
32458,02/01/2019,PAYMENT/TRANSFER DEBIT,Emergency Shuttle Standby,Auto & Transport,-12056.87,118309.15,Recurring
32454,02/01/2019,DEBIT PURCHASE,Anti Radiation Eyebrow Waxing,Health & Fitness,-847.52,117461.63,Occasional
32461,03/01/2019,PAYMENT/TRANSFER DEBIT,Universal Subway Pass,Auto & Transport,-2100.25,115361.38,Recurring
32463,04/01/2019,PAYMENT/TRANSFER DEBIT,Turbo Yacht - Mooring Fees,Auto & Transport,-17023.21,98338.17,Recurring
32465,05/01/2019,PAYMENT/TRANSFER DEBIT,Car Maintentance Service,Auto & Transport,-2153.02,96185.15,Recurring
32464,05/01/2019,PAYMENT/TRANSFER DEBIT,Galaxy Express Plutonium Card,Fees & Charges,-6523.25,89661.90,Recurring
101547,05/01/2019,Direct Deposit,Dance of Mole Men - The Album,Royalties,24011.68,113673.58,Recurring
32466,06/01/2019,PAYMENT/TRANSFER DEBIT,Electric & Gas,Utilities,-4185.21,109488.37,Recurring
32468,07/01/2019,PAYMENT/TRANSFER DEBIT,Secret Lab Insurance,Insurance,-1352.02,108136.35,Recurring
32467,07/01/2019,PAYMENT/TRANSFER DEBIT,Private Island Volcano Insurance,Insurance,-10325.63,97810.72,Recurring
101585,07/01/2019,BALANCE TRANSER,Savings Account,Transfer,70000.00,167810.72,Recurring
32460,08/01/2019,DEBIT PURCHASE,Hot Tub for Dogs,Pets,-4502.11,163308.61,Occasional
32459,08/01/2019,DEBIT PURCHASE,McLaren Venge Bicycle,Shopping,-18002.35,145306.26,Occasional
32469,09/01/2019,DEBIT PURCHASE,Penthouse Rent/Timeshare,Housing,-10500.52,134805.74,Recurring
32487,10/01/2019,DEBIT PURCHASE,Harry Potter and the Cursed Child,Entertainment,-659.32,134146.42,Occasional
32471,11/01/2019,ATM WITHDRAWAL,Work Caffeteria ATM,Uncategorized,-403.00,133743.42,Occasional
32470,12/01/2019,PAYMENT/TRANSFER DEBIT,Personal Accountant,Fees & Charges,-10362.88,123380.54,Recurring
32472,13/01/2019,DEBIT PURCHASE,NetPix On Demand Video,Entertainment,-3.25,123377.29,Occasional
32482,14/01/2019,DEBIT PURCHASE,Homewood Mountain Resort,Food & Dining,-2254.63,121122.66,Occasional
32474,14/01/2019,PAYMENT/TRANSFER DEBIT,Emergency Medical Wing Standby,Health & Fitness,-6500.00,114622.66,Recurring
32477,15/01/2019,DEBIT PURCHASE,Dinner in the Sky,Food & Dining,-1268.52,113354.14,Occasional
32475,15/01/2019,DEBIT PURCHASE,Personal Satellite Network,Utilities,-15020.36,98333.78,Recurring
101559,15/01/2019,DIRECT DEPOSIT,Trust Fund Stock,Dividends,699686.46,798020.24,Recurring
32476,16/01/2019,DEBIT PURCHASE,Abu Dhabi Grand Prix,Entertainment,-18667.64,779352.60,Occasional
101613,16/01/2019,BALANCE TRANSER,Money Market,Transfer,50000.00,829352.60,Recurring
32479,21/01/2019,PAYMENT/TRANSFER DEBIT,Life and Clone Term Insurance,Insurance,-898.32,828454.28,Recurring
32478,21/01/2019,DEBIT PURCHASE,Hoverboard Shoes,Clothing & Personal,-895.32,827558.96,Occasional
32480,22/01/2019,PAYMENT/TRANSFER DEBIT,Personal Trainer / Body Guard,Health & Fitness,-12365.95,815193.01,Recurring
32490,23/01/2019,ATM WITHDRAWAL,7-11 ATM,Uncategorized,-402.50,814790.51,Occasional
32481,23/01/2019,PAYMENT/TRANSFER DEBIT,Personal Stylist (part time),Clothing & Personal,-5361.32,809429.19,Recurring
32484,24/01/2019,PAYMENT/TRANSFER DEBIT,Personal Chef/Nutritionist,Food & Dining,-8659.48,800769.71,Recurring
32483,24/01/2019,PAYMENT/TRANSFER DEBIT,Personal Concierge,Entertainment,-2506.99,798262.72,Recurring
32486,25/01/2019,PAYMENT/TRANSFER DEBIT,Clone maintenance / Health Insurance,Insurance,-2305.21,795957.51,Recurring
32485,25/01/2019,PAYMENT/TRANSFER DEBIT,AI Machine Learning Loans,Loans,-13020.32,782937.19,Recurring
32488,26/01/2019,PAYMENT/TRANSFER DEBIT,Personal Lawyer,Fees & Charges,-2966.35,779970.84,Recurring
32462,28/01/2019,DEBIT PURCHASE,Namale Fiji,Food & Dining,-3689.25,776281.59,Occasional
32497,01/02/2019,DEBIT PURCHASE,Zauo,Food & Dining,-2356.35,773925.24,Occasional
32492,01/02/2019,PAYMENT/TRANSFER DEBIT,Private Island Mortgage,Housing,-102062.35,671862.89,Recurring
32491,01/02/2019,PAYMENT/TRANSFER DEBIT,Secret Lab Mortage,Housing,-29185.38,642677.51,Recurring
32493,02/02/2019,PAYMENT/TRANSFER DEBIT,Emergency Shuttle Standby,Auto & Transport,-12056.87,630620.64,Recurring
32496,03/02/2019,PAYMENT/TRANSFER DEBIT,Universal Subway Pass,Auto & Transport,-2100.25,628520.39,Recurring
32494,03/02/2019,DEBIT PURCHASE,Emperor 200 PC WorkStation,Shopping,-20365.55,608154.84,Occasional
32498,04/02/2019,PAYMENT/TRANSFER DEBIT,Turbo Yacht - Mooring Fees,Auto & Transport,-17023.21,591131.63,Recurring
32500,05/02/2019,PAYMENT/TRANSFER DEBIT,Car Maintentance Service,Auto & Transport,-2153.02,588978.61,Recurring
32499,05/02/2019,PAYMENT/TRANSFER DEBIT,Galaxy Express Plutonium Card,Fees & Charges,-65235.36,523743.25,Recurring
32495,05/02/2019,DEBIT PURCHASE,Autoelex Pet Pavilion,Pets,-5698.32,518044.93,Occasional
101548,05/02/2019,Direct Deposit,Dance of Mole Men - The Album,Royalties,17756.84,535801.77,Recurring
32501,06/02/2019,PAYMENT/TRANSFER DEBIT,Electric & Gas,Utilities,-4185.21,531616.56,Recurring
32525,07/02/2019,DEBIT PURCHASE,Zero Gravity Yoga Training,Health & Fitness,-15020.32,516596.24,Occasional
32503,07/02/2019,PAYMENT/TRANSFER DEBIT,Secret Lab Insurance,Insurance,-1352.02,515244.22,Recurring
32502,07/02/2019,PAYMENT/TRANSFER DEBIT,Private Island Volcano Insurance,Insurance,-10325.63,504918.59,Recurring
101586,07/02/2019,BALANCE TRANSER,Savings Account,Transfer,70000.00,574918.59,Recurring
32508,08/02/2019,DEBIT PURCHASE,Taco Shack,Food & Dining,-35.96,574882.63,Occasional
32504,09/02/2019,DEBIT PURCHASE,Penthouse Rent/Timeshare,Housing,-10500.52,564382.11,Recurring
